,大江大河2定档1220,人类一败涂地进不去,毛衣如何穿出时髦感,四川最硬气耙耳朵,狗子从鳄鱼嘴里逃脱被收编成警犬,有翡原音,金在中身材,名侦探学院,英国议员夺走女王权杖抗议,戚薇雾莲仙女裙,黄多多短发,微博之夜投票,黄子韬怒斥偷拍者,上万只乌鸦遮天蔽日侵袭加拿大,义乌市图书馆停用制热空调,安徽一批国产鸡腿外包装核酸阳性,BLACKPINK演唱会延期,一只小动物从嫦五返回器前跑过,巴西将使用中国新冠疫苗,追光吧哥哥不做成团出道,广东药科大学失联男生已离世,39岁全智贤状态,王自健前妻发文,劳斯莱斯回应拼多多122万元补贴,川航确诊飞行员在江油密接均为阴性,狗仔镜头下的关晓彤,小黑瓶开启圣诞季,幻书启世录书化人形,邓超对孙俪的字佩服得五体投地,一加七周年,汽车红人创造营,心愿2010vs2020,超级亲子节,星战中国话,微博之夜,百县千红新农人,杨幂的宝藏,重庆又一冻库牛肉外包装核酸呈阳性,李嘉欣,YSL夜皇后精华,欧豪两副面孔,教育视频星计划,皆大欢洗告别2020,Jinjiao加入SN,男子扯掉并脚踢国旗被依法行拘,国博首部解谜书,奇葩说前传之千人奇葩捞,用心只做一件事,美爆了的圣诞礼物,义乌限电晚上关闭所有路灯,松鼠的起床气有多大,还以为进了青青草原,周冬雨冷艳红唇大片,日本出售3D仿真人脸面具,王一博有翡老年妆,蔡琳高梓淇离婚,从嫦五返回器前跑过的是兔子,月球上的土有啥用,听起来像日文名的中文名,中国盲盒出口增速超400%,CPA,王祖蓝二胎得女,微信被上海消保委点名
37,0.0,0.0,0.0,278857.5714285714,0.0,126489.71428571429,372924.0,380251.28571428574,126682.42857142857,381048.4285714286,381881.28571428574,373195.28571428574,191728.85714285713,382217.0,0.0,372909.5714285714,400091.4285714286,586154.1428571428,538519.7142857143,527018.5714285715,806916.0,969838.7142857143,509818.71428571426,2243159.8571428573,2638848.8571428573,3608544.0,0.0,0.0,2311532.8571428573,0.0,0.0,0.0,0.0,333667.28571428574,489378.5714285714,686646.8571428572,0.0,499441.5714285714,0.0,0.0,0.0,269230.85714285716,398219.14285714284,361190.5714285714,449462.14285714284,0.0,0.0,0.0,0.0,448934.5714285714,144828.2857142857,94970.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,232938.85714285713,0.0,84081.85714285714,370385.85714285716,375903.14285714284,126682.42857142857,376393.0,377420.14285714284,369603.71428571426,142296.2857142857,378170.4285714286,0.0,365080.5714285714,397217.85714285716,584807.1428571428,538960.5714285715,526993.1428571428,804440.4285714285,967504.2857142857,512721.14285714284,2247188.0,2682573.714285714,3596693.285714286,0.0,0.0,2326677.285714286,372082.5714285714,252859.42857142858,0.0,0.0,0.0,489378.5714285714,686646.8571428572,0.0,504715.4285714286,0.0,0.0,0.0,269230.85714285716,398219.14285714284,361429.14285714284,462107.28571428574,0.0,0.0,0.0,0.0,458380.0,195624.2857142857,142461.42857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,233337.57142857142,0.0,41963.42857142857,367537.71428571426,373395.14285714284,129845.0,374060.28571428574,375081.85714285716,366188.14285714284,94019.28571428571,375854.71428571426,0.0,357321.28571428574,393356.14285714284,584193.0,540919.4285714285,526325.4285714285,802146.1428571428,965265.8571428572,512850.85714285716,2250730.4285714286,2730265.5714285714,3587463.285714286,0.0,0.0,2343279.4285714286,372082.5714285714,252859.42857142858,0.0,0.0,0.0,489378.5714285714,686646.8571428572,0.0,508926.4285714286,0.0,0.0,0.0,269230.85714285716,398219.14285714284,361005.28571428574,474728.4285714286,0.0,0.0,0.0,0.0,466661.4285714286,247388.7142857143,189599.42857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,187052.85714285713,0.0,0.0,364314.71428571426,371539.71428571426,89648.14285714286,372509.5714285714,373300.4285714286,362414.5714285714,46569.0,373939.85714285716,0.0,352650.71428571426,389139.5714285714,583414.0,540645.5714285715,525825.0,799967.4285714285,961892.2857142857,517889.28571428574,2251936.714285714,2726086.4285714286,3576109.0,0.0,0.0,2360264.1428571427,372082.5714285714,252859.42857142858,0.0,0.0,0.0,489378.5714285714,686646.8571428572,0.0,515093.0,0.0,345863.14285714284,218283.85714285713,269230.85714285716,398219.14285714284,359399.5714285714,486860.85714285716,0.0,0.0,0.0,0.0,472599.28571428574,300314.4285714286,241085.42857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,140638.14285714287,0.0,0.0,360910.28571428574,369704.71428571426,89648.14285714286,375230.4285714286,377200.5714285714,359018.28571428574,0.0,382045.5714285714,0.0,348337.71428571426,395931.71428571426,581153.1428571428,542547.1428571428,525360.2857142857,797585.7142857143,958227.7142857143,519613.28571428574,2248498.5714285714,2735884.4285714286,3561484.4285714286,0.0,0.0,2372579.0,372082.5714285714,252859.42857142858,345152.5714285714,188979.14285714287,0.0,489378.5714285714,686646.8571428572,0.0,516221.0,0.0,345863.14285714284,218283.85714285713,0.0,0.0,307697.85714285716,498166.4285714286,0.0,0.0,0.0,0.0,475257.5714285714,354208.14285714284,294837.85714285716,48731.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,93640.28571428571,0.0,0.0,357385.14285714284,366109.5714285714,89648.14285714286,377199.5714285714,382091.85714285716,355534.4285714286,0.0,388655.4285714286,0.0,345890.14285714284,403787.71428571426,577506.8571428572,541526.2857142857,524597.7142857143,794391.8571428572,953551.4285714285,522879.4285714286,2240540.1428571427,2729100.0,3545058.714285714,0.0,0.0,2379053.285714286,372082.5714285714,252859.42857142858,345152.5714285714,188979.14285714287,0.0,244108.57142857142,343164.14285714284,0.0,518641.71428571426,0.0,345863.14285714284,218283.85714285713,0.0,0.0,303475.0,509362.4285714286,0.0,0.0,0.0,0.0,475749.85714285716,363405.71428571426,350668.28571428574,100178.85714285714,46882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,46500.142857142855,0.0,0.0,354754.71428571426,364131.5714285714,43945.28571428572,382857.5714285714,389886.4285714286,352787.14285714284,0.0,399193.0,0.0,344581.4285714286,412458.4285714286,574376.5714285715,544072.7142857143,523594.28571428574,791485.1428571428,949411.5714285715,527426.8571428572,2233333.5714285714,2685974.0,3527202.4285714286,0.0,0.0,2383931.1428571427,372082.5714285714,252859.42857142858,345152.5714285714,188979.14285714287,0.0,244108.57142857142,343164.14285714284,0.0,523431.85714285716,0.0,345863.14285714284,218283.85714285713,0.0,0.0,299072.14285714284,519168.85714285716,0.0,0.0,0.0,0.0,475436.85714285716,372839.4285714286,359982.14285714284,154685.7142857143,93291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,46500.142857142855,0.0,0.0,352458.71428571426,361825.71428571426,43945.28571428572,380945.71428571426,387825.5714285714,351083.0,0.0,397105.5714285714,0.0,344507.85714285716,407999.5714285714,570992.5714285715,543726.8571428572,521273.4285714286,787977.5714285715,945006.5714285715,531749.5714285715,2223507.285714286,2710508.5714285714,3507277.1428571427,0.0,0.0,2385824.4285714286,372082.5714285714,252859.42857142858,345152.5714285714,188979.14285714287,0.0,236613.42857142858,351849.71428571426,0.0,527427.7142857143,0.0,345863.14285714284,218283.85714285713,0.0,0.0,247138.14285714287,528382.4285714285,0.0,0.0,0.0,0.0,475125.5714285714,373505.28571428574,362892.14285714284,205287.0,93291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,46500.142857142855,0.0,0.0,350649.71428571426,359341.4285714286,43945.28571428572,379395.71428571426,386100.28571428574,350410.5714285714,0.0,395043.5714285714,0.0,345033.28571428574,403839.4285714286,567485.2857142857,546412.5714285715,518136.71428571426,784559.5714285715,940983.8571428572,537553.8571428572,2212223.285714286,2664412.8571428573,3487906.285714286,0.0,0.0,2386551.714285714,0.0,0.0,345152.5714285714,188979.14285714287,0.0,236613.42857142858,351849.71428571426,0.0,532782.0,0.0,688351.4285714285,429325.71428571426,0.0,0.0,196431.0,537079.0,0.0,0.0,0.0,0.0,475344.85714285716,372856.71428571426,365493.85714285716,255490.85714285713,93291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,348902.0,355194.14285714284,0.0,377018.5714285714,383897.71428571426,350970.28571428574,0.0,392084.5714285714,0.0,346407.28571428574,400880.4285714286,565186.2857142857,549718.5714285715,515111.85714285716,782674.4285714285,939054.1428571428,544170.7142857143,2199385.5714285714,2605475.8571428573,3471484.5714285714,0.0,0.0,2391055.714285714,0.0,0.0,345152.5714285714,188979.14285714287,0.0,236613.42857142858,351849.71428571426,0.0,538844.1428571428,0.0,688351.4285714285,429325.71428571426,0.0,0.0,146223.0,547773.0,0.0,0.0,265037.28571428574,346714.85714285716,477610.4285714286,371828.28571428574,368924.85714285716,306299.28571428574,93291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,347054.5714285714,350664.71428571426,0.0,375034.85714285716,382069.28571428574,353749.5714285714,0.0,389328.5714285714,0.0,345581.28571428574,398527.0,562907.2857142857,556987.7142857143,510974.5714285714,780295.2857142857,938501.2857142857,546527.2857142857,2182097.4285714286,2612658.1428571427,3453759.0,0.0,0.0,2394052.0,0.0,0.0,345152.5714285714,188979.14285714287,0.0,236613.42857142858,351849.71428571426,0.0,540709.0,0.0,342488.28571428574,211041.85714285713,0.0,0.0,145538.2857142857,558857.2857142857,0.0,0.0,265037.28571428574,346714.85714285716,482342.4285714286,369571.14285714284,367961.71428571426,357159.85714285716,138357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,345700.28571428574,346190.85714285716,0.0,369609.0,375557.14285714284,358153.71428571426,0.0,377487.85714285716,0.0,345431.28571428574,386042.0,561702.1428571428,564191.4285714285,506745.28571428574,779339.0,939380.8571428572,549072.1428571428,2164958.8571428573,2562908.1428571427,3442326.4285714286,0.0,0.0,2401424.1428571427,0.0,0.0,0.0,0.0,0.0,236613.42857142858,351849.71428571426,358455.28571428574,543389.4285714285,0.0,342488.28571428574,211041.85714285713,0.0,0.0,194465.0,571628.5714285715,0.0,0.0,265037.28571428574,346714.85714285716,490041.85714285716,366315.28571428574,364624.28571428574,359163.4285714286,138357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,344193.0,294822.85714285716,0.0,362846.0,366459.5714285714,363898.85714285716,0.0,365064.71428571426,0.0,343872.4285714286,372189.14285714284,560104.7142857143,564988.1428571428,500560.71428571426,777957.8571428572,940038.2857142857,550261.2857142857,2141771.1428571427,2573086.4285714286,3428349.4285714286,260894.57142857142,356162.0,2408665.8571428573,0.0,0.0,0.0,0.0,0.0,236613.42857142858,351849.71428571426,358455.28571428574,545369.2857142857,0.0,342488.28571428574,211041.85714285713,0.0,0.0,194240.2857142857,584919.8571428572,0.0,0.0,265037.28571428574,346714.85714285716,500755.14285714284,360470.14285714284,358454.28571428574,358227.14285714284,91475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,342224.85714285716,243909.57142857142,0.0,353400.71428571426,355948.14285714284,369181.4285714286,0.0,349267.71428571426,0.0,341602.71428571426,357839.14285714284,557697.1428571428,566201.0,493004.28571428574,775883.8571428572,938421.1428571428,550654.7142857143,2112429.5714285714,2608346.714285714,3413790.285714286,260894.57142857142,356162.0,2413661.285714286,0.0,0.0,0.0,0.0,0.0,236613.42857142858,351849.71428571426,358455.28571428574,546279.5714285715,0.0,342488.28571428574,211041.85714285713,0.0,0.0,193654.42857142858,600292.2857142857,0.0,0.0,516169.85714285716,720552.1428571428,511798.14285714284,351143.71428571426,349749.4285714286,353791.85714285716,45066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,340001.14285714284,193704.42857142858,0.0,352070.71428571426,355577.85714285716,374805.4285714286,0.0,345230.4285714286,0.0,338526.14285714284,357379.85714285716,555332.5714285715,572146.8571428572,486002.14285714284,774762.4285714285,937502.2857142857,550843.1428571428,2082677.857142857,2642491.714285714,3403633.8571428573,260894.57142857142,356162.0,2419561.1428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358455.28571428574,546428.5714285715,0.0,342488.28571428574,211041.85714285713,0.0,0.0,240729.42857142858,616975.2857142857,383960.28571428574,246444.57142857142,516169.85714285716,720552.1428571428,523111.71428571426,349485.0,347492.0,353209.4285714286,45066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,337648.0,144513.7142857143,0.0,350511.28571428574,355546.14285714284,380824.0,0.0,340319.28571428574,0.0,334628.5714285714,357703.5714285714,552629.0,589680.8571428572,479133.14285714284,774761.4285714285,937931.2857142857,568292.2857142857,2055062.4285714286,2619950.285714286,3398231.714285714,260894.57142857142,356162.0,2426717.714285714,0.0,0.0,346040.5714285714,176888.2857142857,0.0,0.0,0.0,358455.28571428574,550106.8571428572,0.0,0.0,0.0,0.0,0.0,286842.85714285716,635230.0,383960.28571428574,246444.57142857142,516169.85714285716,720552.1428571428,551383.7142857143,347274.28571428574,344896.5714285714,352988.85714285716,45066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,44699.57142857143,0.0,0.0,334716.0,138998.14285714287,0.0,347995.71428571426,354371.28571428574,386392.5714285714,0.0,289864.85714285716,0.0,330280.71428571426,356957.71428571426,546020.1428571428,607218.5714285715,471828.4285714286,774042.7142857143,937018.7142857143,585984.1428571428,2022118.0,2670566.4285714286,3389912.714285714,260894.57142857142,356162.0,2430755.1428571427,0.0,0.0,346040.5714285714,176888.2857142857,359875.4285714286,0.0,0.0,358455.28571428574,552479.5714285715,0.0,0.0,0.0,0.0,0.0,331504.14285714284,652682.1428571428,383960.28571428574,246444.57142857142,251132.57142857142,373837.28571428574,578165.0,344406.5714285714,341061.28571428574,351613.28571428574,45066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,89571.57142857143,0.0,0.0,332490.4285714286,134178.2857142857,0.0,344599.71428571426,352728.5714285714,391408.14285714284,0.0,239459.42857142858,0.0,325920.71428571426,355976.0,538394.7142857143,623917.5714285715,465928.0,774547.7142857143,937203.1428571428,607701.8571428572,1994819.0,2652772.4285714286,3385711.0,260894.57142857142,356162.0,2436218.285714286,0.0,0.0,346040.5714285714,176888.2857142857,359875.4285714286,0.0,0.0,715100.2857142857,558393.0,0.0,0.0,0.0,0.0,0.0,326805.28571428574,669895.1428571428,383960.28571428574,246444.57142857142,251132.57142857142,373837.28571428574,604076.1428571428,342172.5714285714,337232.0,349874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,134365.0,0.0,0.0,329811.71428571426,86841.42857142857,0.0,341122.85714285716,350700.85714285716,395115.14285714284,0.0,189166.0,0.0,322345.0,354013.14285714284,528968.0,636630.1428571428,460051.5714285714,773250.5714285715,935557.1428571428,623724.0,1967796.0,2669644.4285714286,3374591.8571428573,260894.57142857142,356162.0,2432356.714285714,0.0,0.0,346040.5714285714,176888.2857142857,359875.4285714286,0.0,0.0,356645.0,562260.7142857143,0.0,0.0,0.0,0.0,0.0,277878.5714285714,681917.8571428572,383960.28571428574,246444.57142857142,490424.71428571426,738606.8571428572,624982.7142857143,339783.0,333618.4285714286,347759.71428571426,0.0,46327.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,179253.14285714287,0.0,0.0,327798.5714285714,86841.42857142857,0.0,338544.4285714286,348511.71428571426,397892.85714285716,0.0,139772.0,0.0,319544.0,352134.14285714284,520272.4285714286,651625.7142857143,455379.71428571426,771788.7142857143,933830.0,638916.7142857143,1945881.857142857,2687313.8571428573,3363573.0,243219.7142857143,358178.14285714284,2423937.4285714286,0.0,0.0,346040.5714285714,176888.2857142857,359875.4285714286,0.0,0.0,356645.0,565511.4285714285,0.0,0.0,0.0,0.0,0.0,229675.14285714287,688573.1428571428,383960.28571428574,246444.57142857142,490424.71428571426,738606.8571428572,641344.0,337740.4285714286,331148.71428571426,345569.71428571426,0.0,92922.71428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,224126.7142857143,0.0,0.0,326327.85714285716,86841.42857142857,0.0,336877.0,347200.0,400772.4285714286,0.0,91933.14285714286,0.0,316914.85714285716,350476.28571428574,512361.28571428574,665324.1428571428,451855.71428571426,771025.8571428572,934000.0,654231.0,1929746.4285714286,2666338.4285714286,3355149.714285714,243219.7142857143,358178.14285714284,2416258.8571428573,0.0,0.0,346040.5714285714,176888.2857142857,359875.4285714286,0.0,0.0,356645.0,568388.2857142857,0.0,0.0,0.0,0.0,0.0,182102.0,692681.2857142857,746474.2857142857,483962.14285714284,239292.14285714287,364769.5714285714,656601.5714285715,337452.71428571426,330103.5714285714,343915.14285714284,0.0,139358.42857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,224126.7142857143,0.0,0.0,325421.28571428574,86841.42857142857,0.0,340531.4285714286,353248.85714285716,402110.5714285714,0.0,45179.28571428572,0.0,317419.71428571426,348750.14285714284,502094.4285714286,666808.8571428572,448003.71428571426,770691.8571428572,934093.2857142857,657295.5714285715,1919906.142857143,2642157.714285714,3343247.714285714,243219.7142857143,358178.14285714284,2399071.1428571427,0.0,0.0,346040.5714285714,176888.2857142857,359875.4285714286,0.0,0.0,356645.0,570511.4285714285,0.0,337187.14285714284,196760.0,0.0,0.0,135027.0,688711.4285714285,362514.0,237517.57142857142,239292.14285714287,364769.5714285714,659627.5714285715,342736.71428571426,331735.5714285714,348956.5714285714,0.0,191128.85714285713,58773.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,224126.7142857143,0.0,0.0,324913.14285714284,86841.42857142857,0.0,342313.28571428574,358269.5714285714,402310.85714285716,0.0,0.0,0.0,319925.5714285714,346853.85714285716,491862.71428571426,654351.8571428572,445605.14285714284,770431.7142857143,932579.7142857143,643826.2857142857,1914873.7142857143,2625059.1428571427,3331771.8571428573,243219.7142857143,358178.14285714284,2377562.5714285714,0.0,0.0,324796.5714285714,174319.14285714287,359875.4285714286,0.0,0.0,356645.0,567500.7142857143,0.0,337187.14285714284,196760.0,0.0,0.0,88913.57142857143,679160.2857142857,362514.0,237517.57142857142,239292.14285714287,364769.5714285714,647347.7142857143,346709.4285714286,333410.0,354049.5714285714,0.0,245094.0,121481.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,223115.85714285713,0.0,0.0,325028.71428571426,43352.857142857145,0.0,344594.85714285716,364153.28571428574,401555.4285714286,0.0,0.0,0.0,321833.85714285716,344902.85714285716,483836.5714285714,642006.5714285715,444141.5714285714,769663.4285714285,930759.8571428572,628462.4285714285,1915488.142857143,2547273.285714286,3316807.5714285714,243219.7142857143,358178.14285714284,2349046.8571428573,0.0,0.0,324796.5714285714,174319.14285714287,0.0,0.0,0.0,677532.5714285715,562284.8571428572,0.0,337187.14285714284,196760.0,0.0,0.0,44252.28571428572,663516.4285714285,362514.0,237517.57142857142,239292.14285714287,364769.5714285714,636426.8571428572,350956.5714285714,336373.85714285716,359005.85714285716,0.0,297400.5714285714,192849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,178243.85714285713,0.0,0.0,324747.4285714286,0.0,0.0,347607.85714285716,370246.5714285714,399950.0,0.0,0.0,0.0,324083.85714285716,342837.85714285716,475171.28571428574,627852.4285714285,442183.14285714284,768290.1428571428,928245.7142857143,611409.4285714285,1916121.7142857143,2571610.8571428573,3299602.5714285714,243219.7142857143,358178.14285714284,2315669.8571428573,0.0,0.0,324796.5714285714,174319.14285714287,0.0,0.0,0.0,320887.5714285714,555054.8571428572,0.0,337187.14285714284,196760.0,0.0,0.0,0.0,644759.4285714285,720508.4285714285,477511.28571428574,239292.14285714287,364769.5714285714,628077.5714285715,353936.85714285716,338693.85714285716,363218.85714285716,0.0,350821.5714285714,271950.28571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,177098.57142857142,0.0,0.0,324849.5714285714,0.0,0.0,349768.0,376098.0,398093.14285714284,0.0,0.0,0.0,325276.85714285716,341296.71428571426,467436.0,617197.0,440560.5714285714,767796.7142857143,927261.4285714285,599970.7142857143,1918968.142857143,2566902.1428571427,3285800.714285714,243219.7142857143,358178.14285714284,2283160.714285714,0.0,0.0,324796.5714285714,174319.14285714287,326589.85714285716,0.0,0.0,320887.5714285714,547103.4285714285,0.0,337187.14285714284,196760.0,0.0,0.0,0.0,627728.1428571428,720508.4285714285,477511.28571428574,0.0,0.0,625111.4285714285,356710.14285714284,340858.71428571426,367448.28571428574,0.0,358844.5714285714,354325.4285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,132210.42857142858,0.0,0.0,323937.85714285716,0.0,0.0,349467.5714285714,382221.71428571426,395329.85714285716,0.0,0.0,0.0,325783.14285714284,339137.85714285716,459751.0,611253.4285714285,438310.14285714284,766733.4285714285,925524.8571428572,583047.5714285715,1918570.857142857,2493698.4285714286,3269913.5714285714,0.0,0.0,2247997.4285714286,308144.5714285714,221432.42857142858,324796.5714285714,174319.14285714287,326589.85714285716,0.0,0.0,320887.5714285714,537400.4285714285,0.0,337187.14285714284,196760.0,0.0,0.0,0.0,612996.5714285715,720508.4285714285,477511.28571428574,0.0,0.0,625634.2857142857,359304.85714285716,343054.5714285714,370887.85714285716,0.0,365329.71428571426,432539.28571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,87336.85714285714,0.0,0.0,322421.85714285716,0.0,0.0,349718.0,387163.5714285714,392250.85714285716,0.0,0.0,0.0,325863.4285714286,336418.14285714284,451110.5714285714,605720.0,435444.5714285714,765663.7142857143,873956.2857142857,568851.8571428572,1916189.5714285714,2446314.285714286,3253231.4285714286,0.0,0.0,2207009.4285714286,308144.5714285714,221432.42857142858,324796.5714285714,174319.14285714287,326589.85714285716,0.0,0.0,320887.5714285714,526506.7142857143,0.0,639517.4285714285,400072.0,0.0,0.0,0.0,597719.5714285715,357994.4285714286,239993.7142857143,0.0,0.0,627314.5714285715,361588.85714285716,344992.85714285716,374599.0,0.0,372097.4285714286,581321.1428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,130501.28571428571,0.0,0.0,319185.5714285714,0.0,0.0,342439.28571428574,385497.0,390094.85714285716,0.0,0.0,0.0,322270.71428571426,332751.85714285716,444418.85714285716,601136.4285714285,433283.4285714286,763640.2857142857,819928.7142857143,562454.7142857143,1907600.857142857,2378180.285714286,3235090.1428571427,0.0,0.0,2169505.8571428573,308144.5714285714,221432.42857142858,324796.5714285714,174319.14285714287,326589.85714285716,0.0,0.0,320887.5714285714,515125.28571428574,0.0,302330.28571428574,203312.0,0.0,0.0,0.0,586964.8571428572,357994.4285714286,239993.7142857143,0.0,0.0,640961.8571428572,357427.71428571426,343674.28571428574,370016.5714285714,0.0,372698.0,696546.0,39262.71428571428,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,173788.0,0.0,0.0,272591.85714285716,0.0,0.0,337420.71428571426,385045.14285714284,388940.14285714284,0.0,0.0,0.0,318316.71428571426,328678.5714285714,438248.4285714286,597321.7142857143,431179.0,762292.4285714285,766082.8571428572,555330.7142857143,1897623.2857142857,2405999.4285714286,3219588.285714286,0.0,0.0,2136802.285714286,628800.0,463362.85714285716,0.0,0.0,326589.85714285716,0.0,0.0,320887.5714285714,505394.4285714286,0.0,302330.28571428574,203312.0,0.0,0.0,0.0,579395.8571428572,357994.4285714286,239993.7142857143,0.0,0.0,651509.2857142857,354693.14285714284,342284.4285714286,365388.28571428574,0.0,371259.85714285716,835875.7142857143,39262.71428571428,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,173181.14285714287,0.0,0.0,226221.14285714287,0.0,0.0,331169.14285714284,384083.28571428574,388472.14285714284,0.0,0.0,0.0,314945.0,324121.85714285716,432058.71428571426,591849.2857142857,428960.28571428574,759946.7142857143,710330.7142857143,547971.8571428572,1885287.7142857143,2426898.714285714,3205543.714285714,0.0,0.0,2104882.714285714,940901.7142857143,714263.0,0.0,0.0,326589.85714285716,0.0,0.0,0.0,496563.28571428574,0.0,302330.28571428574,203312.0,0.0,0.0,0.0,574179.4285714285,357994.4285714286,239993.7142857143,0.0,0.0,657536.2857142857,351211.71428571426,338582.0,361562.14285714284,0.0,370742.5714285714,996346.0,39262.71428571428,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,215523.42857142858,0.0,0.0,222684.2857142857,0.0,0.0,324131.85714285716,383370.85714285716,388095.28571428574,0.0,0.0,0.0,311002.85714285716,318789.14285714284,427871.85714285716,590657.0,425444.5714285714,756040.0,656104.7142857143,540483.5714285715,1865822.142857143,2341694.1428571427,3186936.714285714,0.0,0.0,2072012.2857142857,940901.7142857143,714263.0,0.0,0.0,326589.85714285716,0.0,0.0,293249.28571428574,488069.28571428574,0.0,302330.28571428574,203312.0,0.0,0.0,0.0,569341.1428571428,0.0,0.0,0.0,0.0,657642.5714285715,348395.14285714284,334781.0,358868.71428571426,0.0,369521.5714285714,1178033.2857142857,39262.71428571428,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,214725.2857142857,0.0,0.0,219498.0,0.0,0.0,318554.28571428574,381954.14285714284,387289.5714285714,0.0,0.0,0.0,307536.71428571426,313107.85714285716,423135.4285714286,583420.5714285715,422193.14285714284,752244.7142857143,599874.5714285715,530647.5714285715,1844045.4285714286,2323064.0,3171225.5714285714,0.0,0.0,2042143.4285714286,940901.7142857143,714263.0,0.0,0.0,0.0,0.0,0.0,623809.0,480601.14285714284,0.0,302330.28571428574,203312.0,0.0,0.0,0.0,564276.1428571428,0.0,0.0,0.0,0.0,653862.8571428572,345498.0,332039.4285714286,356132.71428571426,0.0,366946.4285714286,1391501.0,39262.71428571428,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,258010.7142857143,0.0,0.0,217269.7142857143,0.0,0.0,315585.85714285716,380771.0,387234.28571428574,0.0,0.0,0.0,304825.0,266100.71428571426,419169.71428571426,573710.4285714285,420137.28571428574,748977.4285714285,544981.2857142857,528372.2857142857,1822496.142857143,2378810.285714286,3159939.5714285714,0.0,0.0,2016867.142857143,632757.1428571428,492830.5714285714,0.0,0.0,0.0,0.0,0.0,623809.0,474553.14285714284,0.0,302330.28571428574,203312.0,0.0,0.0,0.0,559446.5714285715,351241.85714285716,271933.5714285714,0.0,0.0,646134.5714285715,343540.28571428574,328839.4285714286,354499.71428571426,0.0,365374.71428571426,1639358.2857142857,39262.71428571428,0.0,0.0,0.0,0.0,0.0,0.0
